lowerLambda1,upperLambda1,lowerLambda2,upperLambda2,lowerMu1,upperMu1,lowerMu2,upperMu2,lowerFlatQMatrix1,upperFlatQMatrix1,lowerFlatQMatrix2,upperFlatQMatrix2,lowerFlatQMatrix3,upperFlatQMatrix3,lowerFlatQMatrix4,upperFlatQMatrix4,file
1.05820485446733,1.2859074247893,1.0682616207961,1.28817725051446,1.06068617914485,1.28021709098598,1.05187497234669,1.27592936661377,1.05327453702304,1.26949477683079,1.04192455283634,1.26466199092266,1.03870067917047,1.25826653673067,1.0594296787062,1.27750303320373,bisse55
1.05625230341061,1.27657950277839,1.05884460741217,1.28138920349066,1.04338360890567,1.27116228262643,1.05337500288345,1.27302762225986,1.04834698984903,1.26362152064675,1.04706534331882,1.26900956403959,1.05120578190604,1.27527192031133,1.05675901086808,1.26814397341916,bisse56
1.06517658114381,1.29225327496681,1.07319512258487,1.29166620348073,1.0459361310378,1.24907994099432,1.03760560734262,1.25450704702561,1.04751154029489,1.27670132671412,1.04176533313248,1.27283417399147,1.06858003392529,1.28481534829448,1.06570276085529,1.28925362125633,bisse57
1.06264930532883,1.29019687060647,1.06251910426571,1.2818260728572,1.04201300656889,1.26563335745387,1.05642523609302,1.27047797510544,1.04403973755348,1.26399698411106,1.05147853751787,1.27701523331961,1.06252193583388,1.27063632288013,1.0451038081093,1.26006728623048,bisse58
1.06534581480863,1.28051559608609,1.06768381114666,1.29679583238612,1.056853857442,1.27546850530447,1.04948061268215,1.28517360516377,1.05374187277309,1.27979651139336,1.06320695948348,1.28372466321576,1.05772995469311,1.28038132147646,1.04985370176412,1.27001297202841,bisse59
1.06437320912576,1.28278282100456,1.04541362129786,1.27287809299155,1.03792535982803,1.26333520325003,1.05598531979623,1.26710753283531,1.04344836390819,1.26459932931274,1.04942636061036,1.27202482547046,1.05449691639041,1.28483132770016,1.05446638537845,1.28164377463822,bisse60
1.05433003925161,1.27049509533035,1.04691371111185,1.27413946632752,1.05859972295262,1.2668891104851,1.04073052572562,1.2727316135626,1.05273349976225,1.28052257289389,1.06420707673663,1.2814745751939,1.04933611994453,1.26902314479707,1.0443126783041,1.27108807476469,bisse61
1.05155006742936,1.27811422042828,1.07039332872798,1.28648024697436,1.0563789491873,1.27798592254364,1.04526120525315,1.27208793538616,1.03773632404498,1.26929927792718,1.06018775760232,1.2841650999169,1.04384191534577,1.26063383152007,1.05240396112848,1.27376330301469,bisse62
1.06362464807869,1.2853012399752,1.04847135022754,1.28088011980447,1.03947144390242,1.27178597157685,1.05477081618179,1.27802940486741,1.05184704273032,1.29089209194248,1.03664133064145,1.26594590433631,1.05913844943348,1.28164441528294,1.04272638958468,1.27887856033335,bisse63
1.06021419080741,1.29171436424742,1.05061894507529,1.27448265079498,1.05942799194795,1.28524182698921,1.05917012202763,1.27271849181363,1.04819828072544,1.27521266987683,1.05041231101195,1.27552754244292,1.05750325135079,1.27681277009846,1.03631664431373,1.26065277220214,bisse64
1.05830388771631,1.28582034264684,1.05028342445601,1.27123458414922,1.05498852861216,1.27428100041205,1.04952019292118,1.26232564890883,1.04683662012249,1.27374875177576,1.06059302711615,1.28594053972758,1.04776205039651,1.26584979445673,1.05038911258678,1.27566429588394,bisse65
1.05874271611086,1.28814861599177,1.06384770530219,1.28576607945504,1.05013800291013,1.26536717615753,1.03491951615309,1.25889496715708,1.05329245866766,1.2761187866783,1.05482637287103,1.28405840268011,1.04408708126803,1.26442686417086,1.04480737144056,1.26921276690465,bisse66
1.06487835034963,1.27298152058766,1.06624250034161,1.28259235533642,1.04071741268979,1.27512109810843,1.0429258359072,1.26182946206883,1.03889134506675,1.2668996027825,1.06260382198397,1.27839191938628,1.03054398015311,1.26262226578943,1.05670638651179,1.27617473644483,bisse67
1.06855716596866,1.27946174386207,1.06511131145004,1.27999445090063,1.04323640310659,1.25811512309044,1.03183334889977,1.25681587574529,1.05468189682572,1.27777772411038,1.05552604786724,1.26649078482085,1.04570589871801,1.27790149349247,1.04359135109564,1.26690861345006,bisse68
1.09313776143952,1.31081439643591,1.08895469840521,1.30102086823246,1.0411065717123,1.25027972468528,1.02521376607641,1.23341203916558,1.05394599876549,1.27942916924849,1.05129790525244,1.2702758881243,1.04149997669647,1.27434006377678,1.04922536925894,1.27588993410356,bisse69
1.05160567733684,1.28472323237372,1.05955980458774,1.28433797436186,1.05256767639216,1.27692563130343,1.05720590770483,1.28683214521227,1.05208957134721,1.27542298794759,1.0639530758118,1.28258288106287,1.04883395103473,1.27705798291666,1.06367044784586,1.29018261881138,bisse70
1.07120121505204,1.29806045390444,1.06471182026345,1.28498744885691,1.05353905542259,1.26430754842194,1.03197479037881,1.2562982976304,1.06537962096556,1.27506175154308,1.0524780751282,1.2776725196641,1.06214324931025,1.28160549243564,1.03761204998709,1.27428889329912,bisse71
1.07446341099661,1.28137196628449,1.06081356955218,1.27753219005309,1.04463396053003,1.26964036082396,1.02849108036737,1.24689689506107,1.03618066304184,1.27464345120895,1.05879598835884,1.28078109461401,1.07106598202882,1.29567682830047,1.05750349902147,1.27848602566469,bisse72
1.06738612312245,1.30043667324867,1.0659871516342,1.30030620257206,1.02775797723113,1.2492395767211,1.04762397625391,1.26623707622501,1.05219856101458,1.2794495275859,1.05359082836274,1.26533407321354,1.06004348039372,1.279907178288,1.04917294577924,1.27405207679692,bisse73
1.05459208934071,1.28006124872726,1.05710460963754,1.29037141015338,1.05027156174295,1.26794780055382,1.05618543963338,1.27318540344287,1.0614297138137,1.27443575876625,1.04759309181839,1.27695543262808,1.0522850473968,1.2751152652664,1.0526416457876,1.26493145606402,bisse74
1.04701101136915,1.27332041918659,1.05562967250753,1.28373642775009,1.05743428167207,1.27567255487845,1.03671008178636,1.26530710867129,1.05928115856336,1.28198969217041,1.06485667236531,1.3000637156106,1.05068248949713,1.27389952879899,1.05528428865221,1.28385627841687,bisse75
1.07612354079204,1.28833284138772,1.05714820042682,1.27190130872441,1.03746502291644,1.25393262173532,1.04411960319118,1.26750268724944,1.04202382706978,1.27058138451927,1.06307878201286,1.27575870178285,1.05047853456367,1.27636656236484,1.05849619634755,1.28716661440277,bisse76
1.0560080277962,1.27448951099799,1.06834768468399,1.29297263796295,1.04523981350773,1.27745090507041,1.04246702971999,1.2647342390697,1.04982542173144,1.28283855589277,1.06094074145249,1.28741083102081,1.06464518721375,1.28006928394018,1.05169835724836,1.26906267651438,bisse77
1.06143004258602,1.27902888901072,1.07101323085749,1.29645775463826,1.04025897462267,1.26501377801171,1.04793956509583,1.25005683712385,1.05014001254824,1.27691551896341,1.05754426056752,1.27716973415789,1.05708322644595,1.2860692527599,1.0548842152673,1.27830413622423,bisse78
1.07108927121075,1.29172330726678,1.07297400451373,1.30463860208236,1.03175161633261,1.24879590223151,1.04659883741603,1.26119275339653,1.06489384577429,1.281406213825,1.04793533325384,1.25946813188386,1.0608133753304,1.29103721447044,1.04590408056239,1.26626692333679,bisse79
1.04901787989072,1.28400676275875,1.06358894837944,1.27708347813928,1.05650308104214,1.26815321282669,1.04769546535975,1.27129804847375,1.05048343138324,1.27335354623422,1.04617065286873,1.2742846660224,1.04724661979005,1.26415767766739,1.05232552155596,1.26162231374378,bisse80
1.06121185855672,1.28468225002123,1.07595327682377,1.30442817109908,1.04920640155444,1.27652282365378,1.04460644219638,1.27018463282235,1.05994923688857,1.28176427414782,1.0621223000768,1.28801721454544,1.03751578240405,1.26667531652958,1.03805842051325,1.26764280940304,bisse81
1.06775845088114,1.29573129438559,1.09335395354127,1.30378004327142,1.04313978138922,1.25349251050733,1.0293595500543,1.23924109132153,1.03939047907686,1.27681973947401,1.04082762715614,1.25454848986829,1.05131758043649,1.27653092955055,1.03509511169091,1.26568537957793,bisse82
1.06736729180862,1.29076161970594,1.05565694490804,1.28147285939418,1.04373640544682,1.26643862580629,1.05011185878121,1.27266324636288,1.05105350548884,1.28568194381735,1.05028490109519,1.28348041628499,1.05177190981668,1.27097530099991,1.04667293981119,1.2691976561104,bisse83
1.04124687650905,1.27144257021813,1.05210537809406,1.27061332830318,1.04350277142629,1.26757794292895,1.05521355380394,1.26836353440904,1.05685398867097,1.27854391227943,1.05188029133234,1.27984739421942,1.04173427064482,1.27450116049409,1.06103724001084,1.28334762376575,bisse84
1.0430747195278,1.27853805806003,1.05295166675438,1.27729470208369,1.05199451492513,1.27078124640895,1.05163924558274,1.27059591447055,1.04217913446712,1.27466870559944,1.04124685052698,1.27726104686089,1.04492077081011,1.26643111238105,1.04449652974051,1.27203492755205,bisse85
1.05477024050192,1.27436875386705,1.05275288054848,1.27560938079118,1.05933856582642,1.27412579555939,1.0580416683871,1.26651735868014,1.05363472982488,1.27820852376905,1.0731595010368,1.28226328242051,1.05290974815204,1.27990797027454,1.059447028938,1.28195268160167,bisse86
1.05009907643884,1.27673162302064,1.06132267775891,1.28548439755859,1.04528898464818,1.27404339308766,1.04744560861151,1.26284766727361,1.05889844508057,1.28653195097483,1.06166002555524,1.27455928766825,1.05337225518676,1.28610129110782,1.05509963161046,1.27501959385307,bisse87
1.06160624306099,1.28713544280043,1.04606231990884,1.26572770475886,1.03326696583119,1.25569426849104,1.05150771100784,1.26104798411618,1.04750607080327,1.26669595955934,1.07759624182462,1.2962855559251,1.05041963042018,1.26418550175715,1.05518582345907,1.2690650431273,bisse88
1.04904059221428,1.26907694007589,1.04842863490444,1.2771277386195,1.04759820485663,1.26056955470354,1.04633713278289,1.25734535150999,1.04402984883299,1.2695888178242,1.06561850509224,1.28633562288112,1.0389219364185,1.27155664269013,1.04810965723645,1.28310377188415,bisse89
1.08000829017771,1.2968923551527,1.08210369859576,1.30305696922776,1.04246251872356,1.25841411282416,1.01913394591255,1.23199433431616,1.05002291109988,1.27275605411364,1.06346341689743,1.29393533958101,1.0360510504017,1.25650597386774,1.04348989737943,1.26318126446503,bisse90
1.07678037385588,1.29306714252952,1.07483257643318,1.30413514344844,1.03925151037939,1.24648358472381,1.03277218452503,1.25043866787503,1.04869772003162,1.27294340087947,1.06649001676384,1.2762017995543,1.04371109615683,1.27664433855552,1.04759083025719,1.27999078849711,bisse91
1.06043797021106,1.27573108634139,1.05873887973904,1.27623259197888,1.04897051154411,1.26419395073554,1.03575184812864,1.2520648253547,1.05583885361124,1.28499588008242,1.05373691571593,1.26452549613744,1.05220314093389,1.27415146736692,1.05939776805642,1.29341377674774,bisse92
1.05263652743647,1.27305116965024,1.06101774254046,1.28764482060647,1.05029899030138,1.2582411185541,1.04237242553521,1.25447044549906,1.04527622513715,1.27187621513324,1.05716542120881,1.27998063467144,1.05957799618669,1.2892033636229,1.05657948459438,1.28222067386938,bisse93
1.06014607640738,1.2676255934162,1.05655697939252,1.27585370699482,1.04812523942313,1.28246324868366,1.05142802008159,1.27551258803552,1.05958215747094,1.28696330664827,1.04799224452871,1.26770447858819,1.04908678833697,1.2797265324477,1.05862356890001,1.278313900349,bisse94
1.07446864953966,1.31561523593625,1.0734283061817,1.30039851906659,1.03088837790073,1.23435851071558,1.0266284936588,1.23388476902065,1.05360668009421,1.28284436537424,1.06167938014064,1.28097256538277,1.05419677349401,1.27979525842144,1.05294779413431,1.27262871478005,bisse95
1.0591042753408,1.28634418840607,1.05889636340306,1.28346729698153,1.04877823502094,1.26753379326344,1.05257906854001,1.27851975145344,1.05630078613349,1.27305037389545,1.05069913269072,1.28472616118229,1.04748253763113,1.26807998205679,1.05681736020715,1.2795271608962,bisse96
1.06883140039932,1.29174090848359,1.06970501119972,1.28809759523728,1.0443489462402,1.26551199401817,1.03653207108115,1.25888889945161,1.05438818569518,1.2755311579013,1.0547497778619,1.27388303659485,1.0599441714288,1.27937496703851,1.06795607216716,1.2942161355342,bisse97
1.05186633364379,1.28168996274978,1.0540246356375,1.27506112545311,1.05535576086204,1.27443693533289,1.05021835009285,1.2653160820897,1.05490772806371,1.28745312892263,1.07242237399411,1.29836897831809,1.06155529411918,1.27982629062299,1.0631510254892,1.28634760164302,bisse98
1.04978070832025,1.26595885058744,1.05874392964121,1.29367337176172,1.04442565063966,1.26840858178475,1.04576916411958,1.2673590433725,1.06352783546685,1.2923093868771,1.0534988589287,1.27671859973149,1.04761066842863,1.28573811429607,1.06530968472559,1.27996731818233,bisse99
1.05128766973272,1.2759979463488,1.06862414761936,1.28435896173363,1.04460470891997,1.25622294610451,1.04587398533758,1.25747050845072,1.06213344027114,1.28667955605616,1.05742144784537,1.28070431143574,1.05120471140799,1.26835307674554,1.05721486802058,1.26687541250577,bisse100
