l0|l1|m0|m1|q01|q10|tree|ntips|tipstates
1.26053773207664|1.3026388416749|1.24995229885135|1.1151584600773|1.12287161345339|1.07324358331912|(((((sp473:0.7389691703,sp474:0.7389691703)nd574:0.1173727054,(sp562:0.3147530974,sp563:0.3147530974)nd614:0.5415887783)nd521:4.227391314,(sp263:4.455895341,(((((((sp584:0.245072053,sp585:0.245072053)nd632:0.1107895811,sp549:0.3558616341)nd628:0.009674499193,sp621:0.3655361332)nd621:0.09241765686,sp536:0.4579537901)nd588:0.4397166928,(sp525:0.4847912256,sp526:0.4847912256)nd617:0.4128792574)nd424:2.860052658,(sp598:1.145382426,(sp454:0.8570813252,sp561:0.8570813252)nd548:0.2883011003)nd473:2.612340715)nd180:0.2929436043,((((sp623:0.1057447656,sp624:0.1057447656)nd640:0.1604237991,sp577:0.2661685647)nd494:1.047778985,(sp393:1.209588452,((sp616:0.1362759949,sp617:0.1362759949)nd610:0.3960948582,(sp645:0.007238604978,sp646:0.007238604978)nd624:0.5251322482)nd510:0.6772175985)nd495:0.1043590976)nd488:2.276702361,(((((sp647:0.004375290866,sp648:0.004375290866)nd639:0.2633706832,sp576:0.2677459741)nd554:0.6168390104,(sp518:0.7184249326,(sp649:0.002906695504,sp650:0.002906695504)nd619:0.7155182371)nd555:0.1661600518)nd469:2.082353595,((((sp602:0.1599477576,sp603:0.1599477576)nd642:0.08910102564,sp583:0.2490487833)nd567:0.5909218609,sp489:0.8399706442)nd534:0.2272611273,sp421:1.067231771)nd524:1.899706808)nd250:0.4014160672,(((sp453:1.585960981,((sp400:1.149403858,sp484:1.149403858)nd515:0.01173149702,(((sp640:0.02830045088,sp642:0.02830045088)nd648:0.03880901363,sp633:0.06710946451)nd625:0.3172840733,sp544:0.3843935378)nd549:0.7767418174)nd477:0.4248256253)nd452:0.05067995492,sp343:1.636640935)nd389:0.4506059333,(sp515:0.5511715967,sp581:0.5511715967)nd390:1.536075272)nd271:1.281107778)nd246:0.2222952636)nd178:0.4600168346)nd149:0.405228596)nd119:0.627837849)nd107:4.294141539,((sp349:4.969513491,((sp538:1.103377658,sp412:1.103377658)nd438:0.6263614202,((sp557:0.3313959874,sp558:0.3313959874)nd618:0.1485086989,sp527:0.4799046863)nd586:1.249834392)nd425:3.239774413)nd88:2.908888347,((sp494:6.690026026,((((((((sp634:0.04903118411,sp635:0.04903118411)nd570:0.7677194898,(sp578:0.2593622182,sp579:0.2593622182)nd580:0.5573884557)nd540:1.027009255,sp556:1.843759929)nd407:2.020400751,(((sp550:0.3379247422,sp551:0.3379247422)nd552:0.6974637768,((sp606:0.1538242819,sp607:0.1538242819)nd562:0.6919241118,((sp629:0.07753601585,(sp643:0.009935468528,sp644:0.009935468528)nd647:0.06760054732)nd630:0.2821885292,sp547:0.359724545)nd563:0.4860238487)nd537:0.1896401252)nd486:0.3326922977,(sp540:0.4230849894,(sp597:0.1807302563,sp610:0.1807302563)nd623:0.2423547331)nd609:0.9449958272)nd312:2.496079863)nd190:0.2659260058,(((sp506:1.733587935,(sp440:0.9576104419,(sp458:0.8326294159,sp531:0.8326294159)nd557:0.124981026)nd437:0.7759774929)nd358:1.301015283,(sp472:0.7403821821,sp511:0.7403821821)nd289:2.294221036)nd267:0.2316473316,sp354:3.266250549)nd179:0.8638361362)nd159:0.6722675968,((sp572:0.5677101603,(sp588:0.2259169255,sp589:0.2259169255)nd613:0.3417932348)nd443:2.505003399,((((sp627:0.08858332223,sp628:0.08858332223)nd578:0.6735706166,sp471:0.7621539388)nd432:1.066821086,sp323:1.828975025)nd383:0.956200795,(sp590:0.2105418438,((sp625:0.1051107536,sp626:0.1051107536)nd645:0.005135664038,sp622:0.1102464176)nd643:0.1002954262)nd421:2.574633976)nd285:0.2875377398)nd172:1.729640723)nd122:0.05560300453,((sp575:0.7770679763,((sp618:0.1289022936,sp619:0.1289022936)nd631:0.228674893,sp548:0.3575771866)nd577:0.4194907897)nd330:1.796895954,((sp612:0.1455348124,sp613:0.1455348124)nd633:0.2058528362,(sp636:0.04601451547,sp637:0.04601451547)nd634:0.3053731331)nd626:2.222576282)nd264:2.283993356)nd118:0.3330425736,((((sp512:0.5554852889,sp513:0.5554852889)nd582:0.1801897175,(sp528:0.7097513632,sp535:0.7097513632)nd583:0.0259236433)nd501:1.685883174,sp439:2.42155818)nd255:2.134140016,((sp604:0.1575705471,sp605:0.1575705471)nd615:3.506218974,(((sp586:2.626846455,(sp630:0.06893816859,sp631:0.06893816859)nd636:2.557908287)nd293:0.5212730058,sp461:3.148119461)nd252:0.2114854857,(sp591:0.2004245376,sp592:0.2004245376)nd538:3.159180409)nd223:0.3041845745)nd210:0.8919086753)nd103:0.635301664)nd89:1.499026165)nd45:0.3881428857,((((sp580:0.2528649323,(sp614:0.136581368,sp615:0.136581368)nd641:0.1162835642)nd508:0.9579455783,((sp566:0.3035645705,sp567:0.3035645705)nd575:0.79613613,((sp519:0.5151917204,(sp638:0.04380812326,sp639:0.04380812326)nd612:0.4713835971)nd596:0.1172512366,sp595:0.632442957)nd529:0.4672577435)nd509:0.1111098101)nd485:1.28189471,sp282:2.492705221)nd309:1.501467465,((((sp504:0.5790395566,sp505:0.5790395566)nd598:0.4045275386,sp433:0.9835670952)nd539:0.3280032708,sp552:1.311570366)nd449:1.274250226,((((sp490:0.6511032365,sp565:0.6511032365)nd542:0.3354827702,sp503:0.9865860067)nd502:0.2781243992,(sp600:0.16907082,sp601:0.16907082)nd503:1.095639586)nd492:0.4102447937,((sp570:0.302763743,sp568:0.302763743)nd553:0.8374594015,sp403:1.140223145)nd445:0.534732055)nd413:0.9108653929)nd266:1.408352094)nd166:3.083996225)nd38:0.8002329272)nd14:1.49947289)nd4:0.07918362236,(((sp537:0.437745552,(sp573:0.2769944073,(sp593:0.2001043649,sp594:0.2001043649)nd638:0.07689004242)nd622:0.1607511447)nd602:0.1609985455,(sp608:0.1481135674,sp609:0.1481135674)nd627:0.4506305301)nd479:0.983165819,(sp391:1.221483115,sp392:1.221483115)nd463:0.3604268011)nd428:7.875148434)nd3;|136|sp263=2,sp282=1,sp323=2,sp343=2,sp349=1,sp354=1,sp391=1,sp392=2,sp393=1,sp400=1,sp403=2,sp412=2,sp421=2,sp433=1,sp439=1,sp440=2,sp453=2,sp454=1,sp458=1,sp461=2,sp471=1,sp472=2,sp473=2,sp474=2,sp484=2,sp489=1,sp490=2,sp494=1,sp503=2,sp504=2,sp505=2,sp506=2,sp511=1,sp512=2,sp513=2,sp515=1,sp518=1,sp519=1,sp525=2,sp526=1,sp527=1,sp528=2,sp531=2,sp535=1,sp536=2,sp537=1,sp538=1,sp540=1,sp544=2,sp547=1,sp548=1,sp549=2,sp550=1,sp551=1,sp552=1,sp556=2,sp557=2,sp558=1,sp561=2,sp562=1,sp563=1,sp565=2,sp566=2,sp567=2,sp568=2,sp570=2,sp572=1,sp573=2,sp575=1,sp576=2,sp577=2,sp578=1,sp579=1,sp580=2,sp581=2,sp583=1,sp584=2,sp585=2,sp586=1,sp588=1,sp589=1,sp590=1,sp591=2,sp592=2,sp593=2,sp594=2,sp595=2,sp597=2,sp598=2,sp600=2,sp601=1,sp602=2,sp603=1,sp604=1,sp605=1,sp606=2,sp607=2,sp608=1,sp609=1,sp610=2,sp612=1,sp613=1,sp614=2,sp615=2,sp616=2,sp617=1,sp618=2,sp619=2,sp621=2,sp622=1,sp623=2,sp624=2,sp625=1,sp626=1,sp627=1,sp628=1,sp629=1,sp630=1,sp631=1,sp633=2,sp634=1,sp635=1,sp636=1,sp637=1,sp638=2,sp639=2,sp640=2,sp642=2,sp643=2,sp644=2,sp645=2,sp646=2,sp647=1,sp648=2,sp649=1,sp650=1
1.17789631883141|1.09844646060933|1.1787558931978|1.15322638175576|1.1935155852166|1.12662138233198|(((sp267:0.1045854683,(sp268:0.08348272136,sp269:0.08348272136)nd270:0.02110274694)nd265:5.827365624,((sp215:1.399903028,(sp230:0.8628890393,sp227:0.8628890393)nd242:0.5370139891)nd224:0.6738448233,((sp239:0.6980401031,sp256:0.6980401031)nd240:0.5356093656,sp245:1.233649469)nd209:0.840098383)nd162:3.858203241)nd49:3.953827023,(((((sp241:0.5362236778,sp242:0.5362236778)nd247:0.5395377867,sp229:1.075761465)nd222:1.602967999,sp205:2.678729463)nd170:1.844815982,sp261:4.523545445)nd110:3.452040671,(((sp253:0.3284309496,(sp260:0.2447122071,(sp270:0.07623383177,sp271:0.07623383177)nd269:0.1684783753)nd266:0.08371874249)nd236:6.96455299,(sp202:3.070363228,(sp266:0.8551682156,(sp263:0.2033915632,sp264:0.2033915632)nd258:0.6517766524)nd255:2.215195012)nd154:4.222620712)nd11:0.1725849019,((sp175:2.171387839,(sp194:1.73972286,(sp244:0.777784568,sp233:0.777784568)nd259:0.9619382919)nd213:0.4316649795)nd176:2.710364865,(sp250:0.351504745,sp251:0.351504745)nd263:4.530247959)nd78:2.583816137)nd8:0.5100172748)nd4:1.910191999)nd1;|28|sp175=1,sp194=1,sp202=2,sp205=2,sp215=2,sp227=2,sp229=2,sp230=2,sp233=2,sp239=2,sp241=2,sp242=2,sp244=2,sp245=1,sp250=2,sp251=2,sp253=1,sp256=1,sp260=1,sp261=1,sp263=2,sp264=2,sp266=1,sp267=1,sp268=2,sp269=2,sp270=1,sp271=1
1.07879596942546|1.12620114676315|1.09238273652974|1.16450494773224|1.22575737703217|1.19292819519548|((sp60:0.379795665,(sp62:0.1060067399,sp61:0.1060067399)nd61:0.2737889252)nd60:7.547590003,(sp58:0.5457289976,sp59:0.5457289976)nd59:7.381656671)nd8;|5|sp58=2,sp59=2,sp60=1,sp61=1,sp62=2
1.2949996388386|1.21835069615349|1.06099271819735|1.27530494956217|1.15459488067683|1.25190853015694|(((sp60:1.400705763,((sp69:0.2295597078,sp68:0.2295597078)nd68:0.6749785366,sp63:0.9045382444)nd65:0.4961675188)nd61:0.6928054815,sp62:2.093511245)nd55:0.1831372001,sp67:2.276648445)nd54;|6|sp60=1,sp62=1,sp63=1,sp67=1,sp68=1,sp69=1
1.18311740300647|1.15829614990252|1.18867055852874|1.17967374433193|1.07315977531534|1.18354046965528|((sp36:0.06090495359,sp37:0.06090495359)nd35:2.959378794,sp34:3.020283747)nd25;|3|sp34=1,sp36=1,sp37=1
1.12698616281458|1.20028608595319|1.1149859594588|1.16392007920942|1.16263976422999|1.08418416257573|(((sp80:0.05537284561,sp81:0.05537284561)nd77:0.7661552837,(sp73:0.1600012193,sp74:0.1600012193)nd78:0.66152691)nd72:4.926741826,(((sp75:0.1123389425,sp76:0.1123389425)nd71:2.391377227,sp57:2.503716169)nd50:1.931338053,(sp78:0.07742517793,sp79:0.07742517793)nd79:4.357629045)nd26:1.313215733)nd17;|9|sp57=1,sp73=1,sp74=1,sp75=1,sp76=1,sp78=1,sp79=1,sp80=1,sp81=1
1.18425152878015|1.11917940431713|1.21305672707394|1.19764951205422|1.20085793057304|1.18158253251583|((sp44:2.038752974,sp53:2.038752974)nd41:0.9896893099,sp49:3.028442284)nd32;|3|sp44=2,sp49=2,sp53=2
1.25610522907203|1.12907132589701|1.09544381842997|1.13591776103241|1.24383562424901|1.08656525312299|((sp70:0.008474982774,sp71:0.008474982774)nd70:3.19566955,(sp68:2.457743312,sp64:2.457743312)nd60:0.746401221)nd54;|4|sp64=2,sp68=2,sp70=1,sp71=1
1.03585086707789|1.12664196735465|1.11592101163753|1.20670460736027|1.1323641569166|1.14751752052519|(((sp67:1.442270836,((sp73:0.1817106503,sp74:0.1817106503)nd73:0.3871602294,sp71:0.5688708797)nd70:0.8733999568)nd56:0.2898977134,(sp69:0.4088476697,sp70:0.4088476697)nd67:1.32332088)nd54:1.722685796,sp65:3.454854346)nd38;|7|sp65=2,sp67=1,sp69=2,sp70=2,sp71=2,sp73=2,sp74=2
1.16476479545371|1.12536398244571|1.02996325585742|1.07936105695287|1.16487326395974|1.2177120659781|(sp123:2.440260155,((sp126:0.3776845572,sp124:0.3776845572)nd124:0.2866737536,sp115:0.6643583108)nd123:1.775901844)nd92;|4|sp115=1,sp123=2,sp124=2,sp126=1
1.164049719272|1.25094679614478|1.11833860511185|1.11790673789774|1.17755723009827|1.2303850192166|(((sp127:0.2282525043,sp128:0.2282525043)nd101:3.031655264,(((sp103:0.9899761695,sp104:0.9899761695)nd119:0.3349119845,sp90:1.324888154)nd89:1.24163956,(sp110:2.214296099,((sp111:1.139694052,sp118:1.139694052)nd115:0.1053911804,sp91:1.245085233)nd98:0.9692108667)nd90:0.3522316141)nd82:0.6933800551)nd77:6.308193232,(((sp129:0.2215168545,sp130:0.2215168545)nd128:0.4591862423,sp115:0.6807030968)nd108:4.972409788,(((sp120:0.4864379598,(sp131:0.2002431727,sp132:0.2002431727)nd129:0.2861947871)nd127:0.3995106932,((sp122:0.3430457235,sp123:0.3430457235)nd130:0.05043886545,(sp124:0.2957375828,(sp125:0.265607806,sp126:0.265607806)nd133:0.03012977679)nd131:0.09774700616)nd125:0.4924640641)nd113:0.3067390599,(sp121:0.3868673361,(sp133:0.1168257057,sp134:0.1168257057)nd132:0.2700416304)nd122:0.8058203768)nd93:4.460425172)nd47:3.914988116)nd1;|23|sp90=1,sp91=1,sp103=2,sp104=2,sp110=1,sp111=1,sp115=1,sp118=2,sp120=2,sp121=1,sp122=2,sp123=2,sp124=1,sp125=1,sp126=1,sp127=1,sp128=1,sp129=2,sp130=2,sp131=1,sp132=1,sp133=1,sp134=1
1.06594079610264|1.19568404184226|1.1147865318753|1.12991766619467|1.22177467740254|1.23733340432031|(sp71:5.915712599,sp69:5.915712599)nd11;|2|sp69=1,sp71=1
1.1928563325123|1.15109671694924|1.0678713038158|1.034878571731|1.15072796864911|1.05060732827528|((((sp54:0.4901362086,(sp57:0.02472022232,sp58:0.02472022232)nd57:0.4654159863)nd51:0.4840597665,sp51:0.9741959752)nd50:1.726976713,sp48:2.701172688)nd41:1.871777507,(sp52:0.8933626361,sp55:0.8933626361)nd43:3.679587559)nd36;|7|sp48=2,sp51=2,sp52=1,sp54=1,sp55=1,sp57=1,sp58=1
1.10365693515536|1.14254189235981|1.12954130944933|1.15221438931423|1.06026918094186|1.15676790331367|(sp29:3.107793751,sp30:3.107793751)nd23;|2|sp29=2,sp30=1
1.24700954020523|1.23674684149239|1.11348235990753|1.08638538427741|1.0821739349352|1.21369041776023|(((sp79:2.273695689,(((sp115:0.06938909694,sp116:0.06938909694)nd113:0.365523722,sp98:0.434912819)nd108:0.1979509583,((sp111:0.1478754632,sp112:0.1478754632)nd115:0.2533480379,sp102:0.4012235012)nd109:0.2316402761)nd106:1.640831912)nd80:2.128257665,((((((sp113:0.07904280907,sp114:0.07904280907)nd112:0.3867872778,sp97:0.4658300869)nd111:0.05156776475,sp96:0.5173978516)nd104:0.3210314566,(sp117:0.03176437924,sp118:0.03176437924)nd117:0.806664929)nd97:0.6178671402,((sp104:0.3453934512,sp105:0.3453934512)nd114:0.08349222852,sp99:0.4288856797)nd110:1.027410769)nd78:2.857447604,(sp94:0.6976658109,(sp106:0.2483095131,sp107:0.2483095131)nd116:0.4493562978)nd102:3.616078241)nd37:0.08820930147)nd35:0.04564362828,(sp81:1.628373472,(((sp100:0.4276419426,sp101:0.4276419426)nd103:0.4303384202,sp92:0.8579803629)nd93:0.7137325341,(sp109:0.150613952,sp110:0.150613952)nd94:1.421098945)nd92:0.05666057463)nd62:2.81922351)nd31;|25|sp79=1,sp81=1,sp92=1,sp94=2,sp96=1,sp97=2,sp98=2,sp99=2,sp100=1,sp101=1,sp102=1,sp104=2,sp105=1,sp106=1,sp107=1,sp109=1,sp110=2,sp111=2,sp112=1,sp113=1,sp114=1,sp115=1,sp116=1,sp117=2,sp118=2
1.19767652751447|1.13848650316647|1.16648096087617|1.14601753988139|1.05162210250759|1.18909041159593|(sp52:0.9926049636,sp49:0.9926049636)nd49;|2|sp49=2,sp52=1
1.13279262908414|1.16579728409757|1.18304137172951|1.13694925415155|1.20154702528825|1.06777342130595|(((((sp75:0.09664704527,sp76:0.09664704527)nd70:0.8997267659,sp52:0.9963738112)nd49:0.5429535762,(((sp73:0.113671695,sp74:0.113671695)nd71:0.3335900883,sp64:0.4472617833)nd66:0.8854615041,sp42:1.332723287)nd50:0.2066040999)nd39:1.374559942,sp50:2.913887329)nd27:2.503837414,(((sp66:0.4153942647,(((sp80:0.00629795765,sp81:0.00629795765)nd77:0.194197851,((sp77:0.05070776525,(sp78:0.0128202627,sp79:0.0128202627)nd80:0.03788750255)nd79:0.0665306669,sp72:0.1172384322)nd78:0.08325737652)nd76:0.03734616407,sp70:0.2378419727)nd73:0.1775522919)nd68:0.4202274649,(sp65:0.4203357746,(sp68:0.2704095506,sp69:0.2704095506)nd74:0.149926224)nd69:0.4152859549)nd61:0.3133039311,(sp54:1.106093905,sp60:1.106093905)nd62:0.04283175571)nd56:4.268799083)nd14;|21|sp42=1,sp50=2,sp52=1,sp54=1,sp60=1,sp64=2,sp65=2,sp66=2,sp68=2,sp69=2,sp70=2,sp72=2,sp73=2,sp74=2,sp75=2,sp76=2,sp77=2,sp78=2,sp79=2,sp80=2,sp81=2
1.11404784656058|1.16445340429636|1.11066463770727|1.20965229082795|1.1603863955433|1.19376955405558|((sp79:1.482557284,sp75:1.482557284)nd76:3.116751194,((sp81:0.5948241891,sp82:0.5948241891)nd87:1.258676532,((sp85:0.9381757255,((sp87:0.2481484899,sp89:0.2481484899)nd88:0.3052756405,sp83:0.5534241304)nd86:0.3847515951)nd84:0.2466371382,(sp84:0.2765632232,(sp90:0.08509846662,(sp91:0.04824709795,sp92:0.04824709795)nd91:0.03685136868)nd89:0.1914647566)nd82:0.9082496405)nd75:0.6686878572)nd70:2.745807757)nd61;|12|sp75=1,sp79=1,sp81=1,sp82=2,sp83=2,sp84=2,sp85=2,sp87=2,sp89=1,sp90=2,sp91=2,sp92=2
1.13711183546993|1.15012895970048|1.26245546619548|1.08658251969477|1.3491630394376|1.14911415608|(((sp183:0.1370124783,sp184:0.1370124783)nd185:0.09262114475,sp174:0.229633623)nd174:7.87320106,(((((sp160:2.591030731,(sp166:0.3147748628,sp167:0.3147748628)nd169:2.276255868)nd99:0.1989447732,sp122:2.789975504)nd96:0.5312676191,sp153:3.321243123)nd69:0.5574158675,((sp170:1.935618145,((sp182:0.1616588316,(sp185:0.1314203042,sp186:0.1314203042)nd189:0.03023852744)nd176:0.432477807,sp159:0.5941366386)nd165:1.341481507)nd117:0.4964307958,(((sp190:0.002120766038,sp191:0.002120766038)nd177:0.5069727499,(sp175:0.2008683122,(sp178:0.1679390028,(sp188:0.07252048894,sp189:0.07252048894)nd187:0.09541851387)nd186:0.03292930942)nd178:0.3082252037)nd168:1.301044272,(sp134:1.249050731,sp172:1.249050731)nd146:0.5610870564)nd131:0.6219111535)nd101:1.44661005)nd49:0.4353627021,((sp176:0.1833350585,sp177:0.1833350585)nd184:0.08053003521,sp173:0.2638650937)nd183:4.050156599)nd45:3.78881299)nd11;|24|sp122=1,sp134=2,sp153=2,sp159=2,sp160=2,sp166=2,sp167=1,sp170=2,sp172=1,sp173=2,sp174=1,sp175=1,sp176=2,sp177=2,sp178=1,sp182=2,sp183=1,sp184=1,sp185=1,sp186=1,sp188=1,sp189=1,sp190=1,sp191=1
1.16472792255283|1.20921126725412|1.12959527596114|1.04976021006564|1.11830440724655|1.09590001162132|((((sp64:0.4872613898,sp59:0.4872613898)nd61:1.077729201,sp54:1.564990591)nd55:1.43195514,((sp67:0.2017688118,sp68:0.2017688118)nd50:2.665697616,((sp65:0.271917117,sp66:0.271917117)nd65:0.3341678297,sp58:0.6060849467)nd63:2.261381481)nd43:0.1294793028)nd36:5.382445736,(sp61:2.418541147,sp46:2.418541147)nd40:5.96085032)nd1;|10|sp46=2,sp54=2,sp58=2,sp59=1,sp61=2,sp64=2,sp65=2,sp66=2,sp67=1,sp68=1
1.20331369924832|1.07369754766764|1.14486202068923|1.10697855105512|1.17163026392136|1.26784421353375|((sp82:3.283087351,(sp92:1.221147153,(sp94:0.1315940581,sp95:0.1315940581)nd91:1.089553095)nd87:2.061940197)nd61:0.6405440871,(sp90:0.2647412283,sp91:0.2647412283)nd52:3.65889021)nd44;|6|sp82=2,sp90=1,sp91=1,sp92=1,sp94=1,sp95=1
1.1957837800985|1.19740879014116|1.10634431307708|1.17826435570241|1.14371551513514|1.12687433221169|((((sp138:0.1582269097,(sp143:0.1005700427,sp144:0.1005700427)nd145:0.05765686702)nd133:1.221652823,((sp139:0.1353850615,sp140:0.1353850615)nd139:0.7305233614,(sp133:0.311666965,sp134:0.311666965)nd143:0.5542414579)nd134:0.5139713093)nd130:1.051979629,(sp145:0.01630744619,sp146:0.01630744619)nd136:2.415551915)nd106:5.412100904,((sp141:0.127949612,sp142:0.127949612)nd144:0.03437385979,sp137:0.1623234718)nd141:7.681636794)nd2;|12|sp133=1,sp134=1,sp137=1,sp138=1,sp139=1,sp140=1,sp141=2,sp142=2,sp143=1,sp144=1,sp145=1,sp146=1
1.21345821577966|1.34751571960004|1.11516708900914|1.3138170428787|1.0860406055275|1.05541188416704|((((sp74:0.3971124632,sp75:0.3971124632)nd84:0.1979398431,(sp82:0.2084387519,sp83:0.2084387519)nd85:0.3866135544)nd77:0.3083798802,((sp86:0.007540535269,sp87:0.007540535269)nd81:0.6928234295,sp68:0.7003639647)nd78:0.2030682218)nd71:1.942005833,((sp76:0.3189952721,sp77:0.3189952721)nd80:2.433015615,(((sp70:0.5975440777,sp84:0.5975440777)nd72:0.6002666248,sp72:1.197810703)nd67:1.302911618,(sp65:0.9614316267,sp63:0.9614316267)nd74:1.539290693)nd48:0.2512885674)nd44:0.09342713212)nd40;|14|sp63=2,sp65=1,sp68=2,sp70=2,sp72=2,sp74=1,sp75=2,sp76=1,sp77=1,sp82=2,sp83=1,sp84=1,sp86=2,sp87=2
1.13637029716813|1.2206338001838|1.25354347287892|1.2165035609212|1.22097980714195|1.15853615297651|(((sp87:0.465612393,sp88:0.465612393)nd87:2.760429589,sp83:3.226041982)nd72:2.56106348,(sp86:0.5793752838,(sp89:0.07617682666,sp90:0.07617682666)nd89:0.5031984572)nd86:5.207730178)nd26;|6|sp83=1,sp86=1,sp87=2,sp88=2,sp89=2,sp90=2
1.21253079158784|1.0173272704548|1.09873053367934|1.20959483606673|1.18178212671277|1.18470756393879|((sp129:2.619410428,(sp128:1.24218181,(sp168:0.08205747078,sp169:0.08205747078)nd153:1.160124339)nd148:1.377228619)nd83:6.491260992,(((((sp126:1.390952886,((sp143:0.7261773826,(sp172:0.0570771072,sp173:0.0570771072)nd166:0.6691002754)nd146:0.5686161085,((sp166:0.2302427935,sp160:0.2302427935)nd160:0.8045569048,((sp158:0.3442096319,sp159:0.3442096319)nd162:0.6347221385,sp146:0.9789317703)nd161:0.05586792796)nd147:0.2599937928)nd143:0.09615939449)nd142:0.6617382739,(sp138:1.053364504,((sp164:0.1256571062,sp165:0.1256571062)nd172:0.5486241501,sp148:0.6742812564)nd159:0.3790832473)nd135:0.9993266558)nd127:0.2026212807,(sp162:0.2012982593,sp163:0.2012982593)nd170:2.054014181)nd93:3.477572716,(sp144:2.119147767,sp135:2.119147767)nd124:3.613737389)nd22:0.6833040464,((((sp170:0.07870635841,sp171:0.07870635841)nd168:0.4985911008,sp155:0.5772974592)nd150:0.5964151075,((sp140:0.80484783,sp151:0.80484783)nd164:0.1348076645,sp137:0.9396554944)nd151:0.2340570722)nd137:4.127986715,sp125:5.301699282)nd33:1.114489921)nd7:2.694482218)nd1;|28|sp125=1,sp126=2,sp128=2,sp129=1,sp135=1,sp137=2,sp138=1,sp140=2,sp143=2,sp144=1,sp146=1,sp148=1,sp151=1,sp155=2,sp158=2,sp159=1,sp160=1,sp162=1,sp163=1,sp164=1,sp165=2,sp166=1,sp168=1,sp169=1,sp170=1,sp171=1,sp172=1,sp173=2
1.16971825730085|1.22058666133327|1.09976447540839|1.09949539444176|1.09148080343184|1.1312649500283|(((sp66:0.1764004421,sp67:0.1764004421)nd65:0.5283998357,sp58:0.7048002777)nd51:5.962325488,((sp61:0.2928510552,sp65:0.2928510552)nd53:2.25201218,((sp63:0.7381452193,((sp50:0.6883866955,sp51:0.6883866955)nd59:0.04649626236,(sp60:0.6547769349,sp52:0.6547769349)nd60:0.08010602294)nd58:0.003262261447)nd55:0.05433815422,sp55:0.7924833735)nd54:1.752379862)nd42:4.12226253)nd3;|11|sp50=2,sp51=1,sp52=1,sp55=1,sp58=2,sp60=1,sp61=2,sp63=1,sp65=2,sp66=1,sp67=2
1.13902147495054|1.055844488569|1.16901954310519|1.22652494078003|1.16590560994854|1.21201035364101|(sp97:0.008132407594,sp98:0.008132407594)nd97;|2|sp97=2,sp98=2
1.06339120764101|1.12634474334431|1.12405388952034|1.23505659588157|1.12923037194427|1.07668169316125|((sp24:1.14142177,(sp25:0.4181614123,(sp29:0.01667287517,sp30:0.01667287517)nd28:0.4014885371)nd27:0.7232603576)nd23:2.624936591,((sp27:0.1264767661,sp28:0.1264767661)nd29:0.2626779825,sp26:0.3891547486)nd25:3.377203613)nd15;|7|sp24=1,sp25=1,sp26=2,sp27=2,sp28=1,sp29=1,sp30=1
1.14365793961412|1.37990241924887|1.22784539589496|1.13288174030652|1.14487616564851|1.08123358045039|(((sp111:0.2440786499,sp112:0.2440786499)nd111:0.4492307216,(sp110:0.2556087561,((sp114:0.08430492764,sp115:0.08430492764)nd114:0.01180666516,sp113:0.0961115928)nd113:0.1594971633)nd112:0.4377006154)nd110:8.451372193,sp108:9.144681565)nd4;|7|sp108=2,sp110=1,sp111=2,sp112=2,sp113=2,sp114=2,sp115=2
1.19365682783964|1.20948809438525|1.18975114226162|1.16423665366893|1.12627816210636|1.17981704104188|(((sp69:0.1862691177,sp70:0.1862691177)nd67:0.5677197851,sp67:0.7539889028)nd52:3.896334384,((sp72:0.08949161511,sp73:0.08949161511)nd66:2.289214811,((sp74:0.08779934052,sp75:0.08779934052)nd74:0.0598447615,sp71:0.147644102)nd71:2.231062324)nd38:2.27161686)nd20;|8|sp67=2,sp69=2,sp70=2,sp71=2,sp72=2,sp73=1,sp74=2,sp75=2
1.17117014214137|1.12104546318273|1.26027158106693|1.1399375346879|1.17710120211314|1.08508020215836|(sp48:2.044208124,sp58:2.044208124)nd45;|2|sp48=1,sp58=1
1.15370700717925|1.18490455883667|1.13003908462022|1.17412766702796|1.10913370333399|1.13220962986089|(((sp69:1.67059559,sp86:1.67059559)nd65:1.254500437,((sp84:0.4179198916,(sp81:0.2912957185,sp82:0.2912957185)nd85:0.1266241731)nd63:1.880908922,sp63:2.298828813)nd49:0.6262672143)nd46:0.7468677105,(sp74:0.8292472114,sp77:0.8292472114)nd80:2.842716527)nd41;|8|sp63=1,sp69=2,sp74=1,sp77=2,sp81=1,sp82=2,sp84=1,sp86=2
1.12558835354271|1.13543039092524|1.15757401258328|1.17445887164178|1.1526433707691|1.06585175765854|(((sp91:0.4766335548,sp93:0.4766335548)nd91:0.7580219458,sp84:1.234655501)nd89:3.533018363,(sp89:0.8827689134,sp90:0.8827689134)nd88:3.88490495)nd49;|5|sp84=2,sp89=2,sp90=2,sp91=1,sp93=1
